RetentionID,UserID,MonthlyActive,DaysSinceLastActivity,LifetimeValue,ChurnRisk
4840,4840,Y,73,950.55,Low
4841,4841,Y,72,978.9,High
4842,4842,Y,19,400.52,Low
4843,4843,Y,40,668.15,High
4844,4844,N,77,271.29,High
4845,4845,Y,38,230.71,Low
4846,4846,Y,60,266.45,Low
4847,4847,Y,78,300.56,Medium
4848,4848,Y,33,412.02,Medium
4849,4849,Y,50,21.76,High
4850,4850,N,60,986.79,High
4851,4851,Y,11,719.79,Medium
4852,4852,N,47,922.88,Low
4853,4853,N,64,879.42,High
4854,4854,N,47,743.36,High
4855,4855,N,84,252.07,Low
4856,4856,Y,32,629.19,Low
4857,4857,Y,0,140.09,Low
4858,4858,Y,10,542.36,High
4859,4859,Y,64,809.29,Low
4860,4860,Y,60,938.81,Medium
4861,4861,Y,55,916.8,Low
4862,4862,Y,87,389.92,Medium
4863,4863,Y,59,585.84,Medium
4864,4864,Y,79,398.74,High
4865,4865,Y,58,95.64,Medium
4866,4866,Y,6,158.45,Medium
4867,4867,N,77,666.64,High
4868,4868,Y,24,149.18,Low
4869,4869,Y,60,315.18,Low
4870,4870,Y,17,379.21,High
4871,4871,Y,29,807.62,High
4872,4872,Y,32,119.85,Low
4873,4873,Y,17,164.65,Medium
4874,4874,N,28,106.0,Medium
4875,4875,N,79,286.02,High
4876,4876,Y,6,350.24,High
4877,4877,Y,73,843.92,High
4878,4878,Y,75,879.57,High
4879,4879,Y,11,408.3,Low
4880,4880,Y,73,262.25,Low
4881,4881,Y,38,107.39,Low
4882,4882,N,0,722.15,Low
4883,4883,N,38,99.56,High
4884,4884,Y,66,399.29,High
4885,4885,Y,35,788.15,High
4886,4886,N,79,869.25,Low
4887,4887,Y,43,991.68,Low
4888,4888,Y,42,520.08,Low
4889,4889,Y,12,982.2,Low
4890,4890,Y,11,455.51,Low
4891,4891,Y,32,642.23,Low
4892,4892,N,18,539.15,Medium
4893,4893,Y,49,934.49,Low
4894,4894,Y,78,675.7,Medium
4895,4895,Y,76,582.87,Low
4896,4896,Y,34,912.8,Low
4897,4897,Y,70,149.44,High
4898,4898,Y,21,689.79,Low
4899,4899,Y,53,989.06,High
4900,4900,Y,1,571.56,Medium
4901,4901,Y,5,898.21,High
4902,4902,Y,57,840.73,High
4903,4903,Y,23,472.06,High
4904,4904,Y,49,986.52,Low
4905,4905,Y,44,151.6,High
4906,4906,Y,42,474.87,Low
4907,4907,Y,34,296.25,High
4908,4908,Y,41,742.95,High
4909,4909,N,51,407.71,Medium
4910,4910,Y,66,80.09,Medium
4911,4911,Y,25,164.05,Low
4912,4912,Y,33,610.63,Low
4913,4913,Y,32,688.54,High
4914,4914,Y,80,58.33,Low
4915,4915,Y,66,869.04,Low
4916,4916,Y,87,483.72,High
4917,4917,Y,27,692.78,Low
4918,4918,Y,37,959.03,Low
4919,4919,Y,70,731.01,Low
4920,4920,Y,29,328.69,Medium
4921,4921,Y,38,691.47,Medium
4922,4922,N,52,167.72,High
4923,4923,Y,26,677.84,Low
4924,4924,Y,88,303.17,Low
4925,4925,Y,40,232.46,High
4926,4926,Y,75,753.72,High
4927,4927,Y,3,605.55,Low
4928,4928,Y,40,567.8,Low
4929,4929,N,48,328.66,Low
4930,4930,Y,89,253.27,Low
4931,4931,Y,19,803.18,Low
4932,4932,Y,14,883.27,High
4933,4933,Y,70,658.41,Low
4934,4934,Y,69,748.87,Low
4935,4935,Y,65,873.0,High
4936,4936,Y,39,688.56,High
4937,4937,Y,10,939.28,Medium
4938,4938,N,6,515.05,Medium
4939,4939,Y,36,154.76,Medium
4940,4940,N,6,586.85,Low
4941,4941,Y,64,173.14,Medium
4942,4942,Y,17,537.6,Medium
4943,4943,Y,25,619.39,Medium
4944,4944,Y,19,417.79,Medium
4945,4945,Y,17,339.97,High
4946,4946,N,21,658.7,Low
4947,4947,Y,26,432.49,Low
4948,4948,Y,6,174.6,Medium
4949,4949,Y,8,58.91,Medium
4950,4950,Y,14,698.63,Low
4951,4951,Y,41,493.57,High
4952,4952,Y,34,398.31,High
4953,4953,Y,55,489.46,High
4954,4954,Y,29,64.17,Low
4955,4955,Y,58,878.45,High
4956,4956,Y,20,790.51,Medium
4957,4957,Y,2,526.67,Medium
4958,4958,Y,87,864.79,High
4959,4959,Y,6,636.64,Low
4960,4960,Y,83,198.24,Low
4961,4961,Y,32,624.44,Medium
4962,4962,Y,40,405.51,High
4963,4963,Y,38,179.28,High
4964,4964,Y,10,119.19,Low
4965,4965,Y,33,954.83,Medium
4966,4966,Y,32,178.0,Low
4967,4967,Y,41,765.03,Medium
4968,4968,Y,43,971.55,High
4969,4969,Y,83,177.37,High
4970,4970,Y,54,507.81,High
4971,4971,Y,33,740.32,Low
4972,4972,Y,74,725.91,Medium
4973,4973,Y,80,265.9,High
4974,4974,Y,62,416.66,Medium
4975,4975,N,36,246.77,Low
4976,4976,Y,47,416.09,Low
4977,4977,Y,35,577.8,Medium
4978,4978,Y,68,622.88,Low
4979,4979,Y,56,346.84,Medium
4980,4980,Y,46,781.81,Low
4981,4981,Y,1,441.91,Low
4982,4982,Y,24,188.1,Low
4983,4983,Y,50,644.63,High
4984,4984,Y,79,382.97,Medium
4985,4985,Y,10,721.48,Low
4986,4986,Y,5,620.32,High
4987,4987,Y,60,476.2,High
4988,4988,N,82,50.93,Low
4989,4989,N,40,451.91,High
4990,4990,Y,32,177.26,Medium
4991,4991,Y,67,18.09,High
4992,4992,Y,35,349.31,Low
4993,4993,Y,86,910.93,Low
4994,4994,Y,2,846.12,Low
4995,4995,Y,18,423.7,Low
4996,4996,Y,85,410.7,High
4997,4997,Y,15,751.57,High
4998,4998,Y,13,972.73,High
4999,4999,Y,50,943.75,Low
5000,5000,Y,61,181.65,Low
